# Спосабы словаўтварэння:
# 
# _START_DICTIONARY
# 0. утваральнае слова
# 1. суфіксальны ад
# 1n. суфіксальны ад
# 2. прыставачны ад
# 3. прыставачна-суфіксальны ад
# 4. постфіксальны ад
# 5. прыставачна-постфіксальны ад
# 6. прыставачна-нульсуфіксальны ад
# 7. нульсуфіксальны ад
# 8. складанне асноў са злучальнай марфемай ад
# 9. складанне асноў + суфіксальны ад
# 10. складанне асноў + нульсуфікс у канцы другой часткі ад
# 11. словаскладанне ад
# 12. складанаскарочанае ад
# 13. марфолага-сінтаксічны ад
# 14. лексіка-семантычны ад
# 15. суфіксальна-поствіксальны ад
# 16. прыставачна-суфіксальна-постфіксальны ад
# 17. асноваскладанне ад
# 18. форма слова
# _END_DICTIONARY

1.  абавязак	абавязаць -->1	//абавяз(=<обо>-//вяз//)//-ак-/0/
1601.  зрабіць	рабіць -->2	<з(=с)>-//раб(=роб)//-і%-ць
1602.  зразумела	зразумелы -->1	<з(=с)>-//разум(=ум)//-е%-л-а
1603.  зразумелы	зразумець -->1	<з(=с)>-//разум(=ум)//-е%-л-/ы/
1604.  зразумець	разумець -->2	<з(=с)>-//разум(=ум)//-е%-ць
1605.  зрок	0 -->	//зро%к(=зор)//-/0/
1606.  зручны	0 -->	<з(=с)>-//ру%ч(=рук)//-н-/ы/
1607.  зрэдку	рэдкі -->3	<з(=с)>-//рэ%д(=рэдк)//-к-у
1608.  зрэшты	рэшта -->	<з(=с)>-//рэ%шт(=рэшт)//-ы
1609.  зуб	0 -->	//зуб(=зуб)//-/0/
1610.  зубр	0 -->	//зубр(=зуб)//-/0/
1611.  зыркі	0 -->	//зы%рк(=зор)//-/і/
1612.  зычны	зык -->1	//зы%ч(=зык)//-н-/ы/
1613.  зэдлік	зэдаль -->1	//зэ%дл(=зэдл)//-ік-/0/
1614.  з'ява	з'явіцца -->7	<з'(=с)>-//я%в(=яв)//-:@:-/а/
1615.  з'явіцца	явіць -->5	<з'(=с)>-//яв(=яв)//-і%-ц-{ца}
1616.  зялёны	0 -->	//зялё%н(=гел3)//-/ы/
1617.  зямелька	зямля -->1	//зяме%ль(=земл)//-к-/а/
1618.  зямля	0 -->	//зямл(=земл)//-я%
1619.  зямляк	зямля -->1	//зямл(=земл)//-я%к-/0/
1620.  зямлянка	земляны -->1	//зямл(=земл)//-я%н-к-/а/
1621.  зямны	зямля -->1	//зям(=земл)//-н-/ы%/
1622.  з'яўленне	з'яўляцца -->1	<з'(=с)>-//яўл(=яв)//-е%нн-/е/
1623.  з'яўляцца	з'явіцца -->1	<з'(=с)>-//яўл(=яв)//-я%-ц-{ца}
1624.  зяць	0 -->	//зяць(=ген1)//-/0/
1625.  іголка	ігла -->1	//іго%л(=ігл)//-к-/а/
1626.  ігра	іграць -->7	//ігр(=ігр)//-:@:-/а%/
1627.  іграць	0 -->	//ігр(=ігр)//-а%-ць
1628.  ідэал	0 -->	//ідэа%л(=ідэал)//-/0/
1629.  ідэя	0 -->	//ідэ%(=ідэй)//-/я/
1630.  ізноў	новы -->6	<із(=с)>-//но%ў(=нов)//-:@:
1631.  імгла	0 -->	//імгл(=мгл)//-/а%/
1632.  імгненне	міг -->1	//імг(=міг)//-не%нн-/е/
1633.  імгненны	міг -->1	//імг(=міг)//-не%нн-/ы/
1634.  імклівы	імкнуцца -->1	//імк(=мк1)//-лі%в-/ы/
1635.  імкненне	імкнуцца -->1	//імкн(=мк1)//-е%нн-/е/
1636.  імкнуцца	імкнуць -->4	//імкн(=мк1)//-у%-ц-{ца}
1637.  імператар	імперыя -->1	//імпер(=імпер)//-а%тар-/0/
1638.  імперыя	0 -->	//імпе%р(=імпер)//-ы-/я/
1639.  імпэт	0 -->	//імпэ%т(=імпэт)//-/0/
1640.  імчацца	імчаць -->4	//імч(=мк1)//-а%-ц-{ца}
1641.  імчаць	0 -->	//імч(=мк1)//-а%-ць
1642.  імя	0 -->	//ім(=ім)//-я%
1643.  інакш	0 -->	//іна%к(=інк)//-ш
1644.  інакшы	0 -->	//іна%к(=інк)//-ш-/ы/
1645.  іначай	0 -->	//іна%ч(=інк)//-ай
1646.  іней	0 -->	//і%ней(=ін)//-/0/
1647.  інжынер	0 -->	//інжыне%р(=інжынер)//-/0/
1648.  інструмент	0 -->	//інструме%нт(=інструмент)//-/0/
1649.  інстынкт	0 -->	//інсты%нкт(=інстынкт)//-/0/
1650.  інстытут	0 -->	//інстыту%т(=інстытут)//-/0/
1651.  інтэрнат	0 -->	//інтэрна%т(=інтэрнат)//-/0/
1652.  інфармацыя	інфармаваць -->1	//інфарм(=інформ)//-а%цы-/я/
1653.  іншы	0 -->	//і%нш(=інк)//-/ы/
1654.  іранічны	іронія -->1	//іран(=ірон)//-і%чн-/ы/
1655.  іронія	0 -->	//іро%н(=ірон)//-і-/я/
1656.  іскра	0 -->	//і%скр(=ясн1)//-/а/
1657.  іскрыць	іскра -->1	//іскр(=ясн1)//-ы%-ць
1658.  існаванне	існаваць -->1	//існ(=іст)//-ава%-нн-/е/
1659.  існаваць	0 -->	//існ(=іст)//-ава%-ць
1660.  істота	0 -->	//істо%т(=іст)//-/а/
1661.  ісці	0 -->	//іс(=ід)//-ці%
1662.  ісціна	0 -->	//і%сцін(=іст)//-/а/
1663.  кабета	0 -->	//кабе%т(=кабет)//-/а/
1664.  кабіна	0 -->	//кабі%н(=кабін)//-/а/
1665.  кабінет	0 -->	//кабіне%т(=кабінет)//-/0/
1666.  кабыла	0 -->	//кабы%л(=конь1)//-/а/
1667.  кава	0 -->	//ка%в(=кав)//-/а/
1668.  кавалак	0 -->	//кава%л(=кавал)//-ак-/0/
1669.  кавалер	0 -->	//кавале%р(=кавалер)//-/0/
1670.  каваль	каваць -->1	//кав(=ков)//-а%-ль-/0/
1671.  кажух	0 -->	//каж(=кож)//-у%х-/0/
1672.  кажушок	кажух -->1	//каж(=кож)//-уш-о%к-/0/
1673.  каза	0 -->	//каз(=каза)//-/а%/
1674.  казак	0 -->	//каза%к(=казак)//-/0/
1675.  казацкі	казак -->1	//каза%[ц(=казак)//-к]-/і/
1676.  казаць	0 -->	//каз(=каз)//-а%-ць
1677.  казачны	казка -->1	//ка%зач(=каз)//-н-/ы/
1678.  казка	0 -->	//ка%зк(=каз)//-/а/
1679.  калаціцца	калаціць -->4	//калац(=калат)//-і%-ц-{ца}
1680.  калега	0 -->	//кале%г(=калег)//-/а/
1681.  калена	0 -->	//кале%н(=кален)//-/а/
1682.  калёсы	калясо -->18	//кал(=кол1)//-ё%с-/ы/
1683.  калідор	0 -->	//калідо%р(=калідор)//-/0/
1684.  калода	0 -->	//кало%д(=калод)//-/а/
1685.  калодзеж	0 -->	//кало%дзеж(=калодз)//-/0/
1686.  калона	0 -->	//кало%н(=калон)//-/а/
1687.  калоць	0 -->	//кал(=кол)//-о%-ць
1688.  калыска	калыхаць -->1	//калы%с(=калых)//-к-/а/
1689.  калыхацца	калыхаць -->4	//калых(=калых)//-а%-ц-{ца}
1690.  калючы	калоць -->1	//кал(=кол)//-ю%ч-/ы/
1691.  каляіна	каляя -->1	//каля(=кол1)//-і%н-/а/
1692.  каляровы	колер -->1	//каляр(=колер)//-о%в-/ы/
1693.  каманда	0 -->	//кама%нд(=каманд)//-/а/
1694.  камандаваць	каманда -->1	//кама%нд(=каманд)//-ава-ць
1695.  камандзір	каманда -->1	//камандз(=каманд)//-і%р-/0/
1696.  камар	0 -->	//кама%р(=камар)//-/0/
1697.  камель	0 -->	//каме%ль(=ком)//-/0/
1698.  камендант	0 -->	//каменд(=каменд)//-а%нт-/0/
1699.  каменне	камень -->7	//каме%нн(=камен)//-:@:-/е/
1700.  каменны	камень -->1	//каме%н(=камен)//-н-/ы/
1701.  камень	0 -->	//ка%мень(=камян)//-/0/
1702.  каменьчык	камень -->1	//каме%нь(=камен)//-чык-/0/
1703.  камера	0 -->	//ка%мер(=камер)//-/а/
1704.  камісар	0 -->	//каміса%р(=камісар)//-/0/
1705.  камісія	0 -->	//камі%сі(=камісій)//-/я/
1706.  камітэт	0 -->	//камітэ%т(=камітэт)//-/0/
1707.  камора	0 -->	//камо%р(=камор)//-/а/
1708.  каморка	камора -->1	//камо%р(=камор)//-к-/а/
1709.  кампанія	0 -->	//кампа%ні(=кампаній)//-/я/
1710.  камуніст	камунізм -->1	//камун(=камун)//-і%ст-/0/
1711.  камяк	ком -->1	//кам(=ком)//-я%к-/0/
1712.  канава	0 -->	//кана%в(=канав)//-/а/
1713.  канал	0 -->	//кана%л(=канал)//-/0/
1714.  канапа	0 -->	//кана%п(=канап)//-/а/
1715.  канверт	0 -->	//канве%рт(=канверт)//-/0/
1716.  кандыдат	0 -->	//кандыда%т(=кандыдат)//-/0/
1717.  канец	0 -->	//кане%ц(=кон)//-/0/
1718.  канкрэтны	0 -->	//канкрэ%т(=канкрэт)//-н-/ы/
1719.  кантора	0 -->	//канто%р(=кантор)//-/а/
1720.  канцлер	0 -->	//ка%нцлер(=канцлер)//-/0/
1721.  канцылярыя	0 -->	//канцыля%р(=канцыляр)//-ы-/я/
1722.  канцэрт	0 -->	//канцэ%рт(=канцэрт)//-/0/
1723.  канчатковы	канчатак -->1	//канч(=кон)//-а-тк-о%в-/ы/
1724.  канчацца	канчаць -->4	//канч(=кон)//-а%-ц-{ца}
1725.  канчаць	кончыць -->1n	//канч(=кон)//-а%-ць
1726.  каня	0 -->	//ка%н(=каньк)//-/я/
1727.  капа	0 -->	//ка%п(=кап)//-/а/
1728.  капа	0 -->	//кап(=капа)//-/а%/
1729.  капаць	0 -->	//ка%п(=капл)//-а-ць
1730.  капаць	0 -->	//кап(=коп)//-а%-ць
1731.  капейка	0 -->	//капе%йк(=коп1)//-/а/
1732.  капітан	0 -->	//капіта%н(=капітан)//-/0/
1733.  капліца	0 -->	//каплі%ц(=капліц)//-/а/
1734.  капуста	0 -->	//капу%ст(=капуст)//-/а/
1735.  капыт	0 -->	//капы%т(=коп2)//-/0/
1736.  кара	караць -->7	//ка%р(=кара)//-:@:-/а/
1737.  кара	0 -->	//кар(=кар)//-/а%/
1738.  карабель	0 -->	//карабе%ль(=карабель)//-/0/
1739.  карак	0 -->	//ка%рак(=карак)//-/0/
1740.  каралева	кароль -->1	//карал(=кароль)//-е%в-/а/
1741.  каралеўскі	кароль -->1	//карал(=кароль)//-е%ўск-/і/
1742.  каралеўства	кароль -->	//карал(=кароль)//-е%ўств-/а/
1743.  каралі	0 -->	//кара%л(=карал)//-/і/
1744.  караць	0 -->	//кар(=кара)//-а%-ць
1745.  карміць	0 -->	//карм(=корм)//-і%-ць
1746.  карнік	караць -->1	//ка%р(=кара)//-нік-/0/
1747.  карова	0 -->	//каро%в(=каров)//-/а/
1748.  кароль	0 -->	//каро%ль(=кароль)//-/0/
1749.  карона	0 -->	//каро%н(=карон)//-/а/
1750.  кароткі	0 -->	//каро%т(=крт)//-к-/і/
1751.  кароўка	карова -->1	//каро%ў(=каров)//-к-/а/
1752.  карта	0 -->	//ка%рт(=карта)//-/а/
1753.  карцець	0 -->	//карц(=крт1)//-е%-ць
1754.  карціна	0 -->	//карці%н(=карта1)//-/а/
1755.  карысны	карысць -->1	//кары%с(=карыст)//-н-/ы/
1756.  карыстацца	карыстаць -->4	//карыст(=карыст)//-а%-ц-{ца}
1757.  карысць	0 -->	//кары%сць(=карыст|)//-/0/
1758.  карыць	кара -->1	//кар(=кара)//-ы%-ць
1759.  карычневы	0 -->	//кары%чнев(=кара1)//-/ы/
1760.  карэнне	корань -->7	//карэ%нн(=корань)//-:@:-/е/
1761.  каса	0 -->	//ка%с(=касс)//-/а/
1762.  каса	0 -->	//кас(=кос)//-/а%/
1763.  касіць	каса -->1	//кас(=кос)//-і%-ць
1764.  касмічны	космас -->1	//касм(=космас)//-і%чн-/ы/
1765.  кастрычнік	0 -->	//кастры%чнік(=кастр)//-/0/
1766.  касцюм	0 -->	//касцю%м(=касцюм)//-/0/
1767.  кат	0 -->	//кат(=катт)//-/0/
1768.  каўбаса	0 -->	//каўбас(=каўбас)//-/а%/
1769.  каўнер	0 -->	//каўне%р(=каўнер)//-/0/
1770.  каханка	каханак -->7	//каха%(=каха)//-нк-:@:-/а/
1771.  каханне	кахаць -->1	//каха%(=каха)//-нн-/е/
1772.  кахаць	0 -->	//каха%(=каха)//-ць
1773.  кацёл	0 -->	//кацё%л(=кацёл)//-/0/
1774.  каціцца	каціць -->4	//кац(=кат)//-і%-ц-{ца}
1775.  качка	качацца -->1	//ка%ч(=кач)//-к-/а/
1776.  каша	0 -->	//ка%ш(=каш)//-/а/
1777.  кашаль	0 -->	//ка%шаль(=кашл)//-/0/
1778.  кашляць	кашаль -->1	//ка%шл(=кашл)//-я-ць
1779.  каштаваць	кошт -->1	//кашт(=кошт)//-ава%-ць
1780.  каштоўнасць	каштоўны -->1	//кашт(=кошт)//-о%ў-н-асць-/0/
1781.  каштоўны	каштаваць -->1	//кашт(=кошт)//-о%ў-н-/ы/
1782.  кашуля	0 -->	//кашу%л(=кашул)//-/я/
1783.  кватэра	0 -->	//кватэ%р(=кватэр)//-/а/
1784.  кветка	квет -->1	//кве%т(=квет)//-к-/а/
1785.  кволы	0 -->	//кво%л(=квол)//-/ы/
1786.  келіх	0 -->	//ке%ліх(=келіх)//-/0/
1787.  кепка	кепі -->1	//ке%п(=кеп)//-к-/а/
1788.  кепскі	0 -->	//ке%пск(=кепп)//-/і/
1789.  ківаць	0 -->	//ків(=ків)//-а%-ць
1790.  кідацца	кідаць -->4	//кі%д(=кідн)//-а-ц-{ца}
1791.  кідаць	0 -->	//кі%д(=кідн)//-а-ць
1792.  кій	0 -->	//кі%й(=кій)//-/0/
1793.  кіно	0 -->	//кіно%(=кіно)//
1794.  кінуцца	кінуць -->4	//кі%(=кідн)//-ну-ц-{ца}
1795.  кінуць	кідаць -->1n	//кі%(=кідн)//-ну-ць
1796.  кіпець	0 -->	//кіп(=кіп)//-е%-ць
1797.  кіпець	0 -->	//кі%пець(=кіпц)//-/0/
1798.  кіпцюр	кі%пець -->1	//кіпц(=кіпц)//-ю%р-/0/
1799.  кіравацца	кіраваць -->4	//кір(=кір)//-ава%-ц-{ца}
1800.  кіраваць	0 -->	//кір(=кір)//-ава%-ць
1801.  кіраўнік	кіраваць -->1	//кір(=кір)//-аў-ні%к-/0/
1802.  кіраўніцтва	кіраўнік -->1	//кір(=кір)//-аў-ні%[ц-тв]-/а/
1803.  кірмаш	0 -->	//кірма%ш(=кірмаш)//-/0/
1804.  кірунак	кіравацца -->1	//кір(=кір)//-у%нак-/0/
1805.  кіслы	кіснуць -->1	//кі%с(=кіс)//-л-/ы/
1806.  кіўнуць	ківаць -->1	//кіў(=ків)//-ну%-ць
1807.  кішэнь	0 -->	//кішэ%нь(=кіш)//-/0/
1808.  кішэня	0 -->	//кішэ%н(=кіш)//-/я/
1809.  клапаціцца	клапаціць -->4	//клапац(=клопат)//-і%-ц-{ца}
1810.  клас	0 -->	//клас(=клас)//-/0/
1811.  класці	0 -->	//кла%с(=клад)//-ці
1812.  класціся	класці -->4	//кла%с(=клад)//-ці-{ся}
1813.  клетка	клець -->1	//кле%т(=клет)//-к-/а/
1814.  клець	0 -->	//клець(=клет)//-/0/
1815.  клён	0 -->	//клё%н(=клён)//-/0/
1816.  клік	клікаць -->7	//клік(=клік)//-:@:-/0/
1817.  клікаць	0 -->	//клі%к(=клік)//-а-ць
1818.  клін	0 -->	//клін(=кол2)//-/0/
1819.  кліч	клікаць -->7	//кліч(=клік)//-:@:-/0/
1820.  клопат	клапаціцца -->7	//кло%пат(=клопат)//-:@:-/0/
1821.  клуб	0 -->	//клуб(=клуб)//-/0/
1822.  клуб	0 -->	//клуб(=клуб1)//-/0/
1823.  клубок	клуб -->1	//клуб(=клуб)//-о%к-/0/
1824.  клунак	0 -->	//клу%нак(=клунак)//-/0/
1825.  ключ	0 -->	//ключ(=ключ)//-/0/
1826.  клямка	0 -->	//кля%мк(=клям)//-/а/
1827.  клясціся	клясці -->4	//кляс(=клон1)//-ці%-{ся}
1828.  кляштар	0 -->	//кля%штар(=кляштар)//-/0/
1829.  кніга	0 -->	//кні%г(=кніг)//-/а/
1830.  кніжка	кніга -->1	//кні%ж(=кніг)//-к-/а/
1831.  кніжны	кніга -->1	//кні%ж(=кніг)//-н-/ы/
1832.  кнопка	0 -->	//кно%пк(=кнопк)//-/а/
1833.  княгіня	князь -->1	//княг(=князь)//-і%н-/я/
1834.  княжацкі	князь -->1	//кня%ж(=князь)//-ацк-/і/
1835.  княжы	князь -->7	//кня%ж(=князь)//-:@:-/ы/
1836.  князёўна	князь -->1	//княз(=князь)//-ё%ўн-/а/
1837.  князь	0 -->	//князь(=князь)//-/0/
1838.  княства	князь -->1	//кня%(=князь)//-ств-/а/
1839.  кол	0 -->	//кол(=кол)//-/0/
1840.  кола	0 -->	//ко%л(=кол1)//-/а/
1841.  колас	0 -->	//ко%лас(=колас)//-/0/
1842.  колер	0 -->	//ко%лер(=колер)//-/0/
1843.  колькасць	0 -->	//ко%льк(=кольк)//-асць-/0/
1844.  комін	0 -->	//ко%мін(=комін)//-/0/
1845.  конік	конь -->1	//ко%н(=конь)//-ік-/0/
1846.  конік	конь -->1	//ко%нік(=конь)//-/0/
1847.  коннік	конь -->1	//ко%н(=конь)//-нік-/0/
1848.  конніца	коннік -->1	//ко%н(=конь)//-н-іц-/а/
1849.  конны	конь -->1	//ко%н(=конь)//-н-/ы/
1850.  конскі	конь -->1	//ко%н(=конь)//-ск-/і/
1851.  конь	0 -->	//конь(=конь)//-/0/
1852.  копія	капіраваць -->1	//ко%п(=копій)//-і-/я/
1853.  корань	0 -->	//ко%рань(=корань)//-/0/
1854.  корпацца	корпаць -->4	//ко%рп(=корп)//-а-ц-{ца}
1855.  корпус	0 -->	//ко%рпус(=корпус)//-/0/
1856.  космас	0 -->	//ко%смас(=космас)//-/0/
1857.  костачка	костка -->1	//ко%ст(=кост)//-ач-к-/а/
1858.  костка	косць -->1	//ко%ст(=кост)//-к-/а/
1859.  косць	0 -->	//косць(=кост)//-/0/
1860.  кот	0 -->	//кот(=кот)//-/0/
1861.  коўдра	0 -->	//ко%ўдр(=коўдр)//-/а/
1862.  кош	0 -->	//кош(=кош)//-/0/
1863.  кошка	кот -->1	//ко%ш(=кот)//-к-/а/
1864.  кошт	0 -->	//кошт(=кошт)//-/0/
1865.  кошык	кош -->1	//ко%ш(=кош)//-ык-/0/
1866.  краіна	край -->1	//кра(=край)//-і%н-/а/
1867.  край	0 -->	//край(=край)//-/0/
